TQ,DPQ,C,OU,DI,DFT,DFO,RD
4,3,2,1,9,0,2,8
3,3,2,1,9,2,1,8
0,3,2,0,15,0,4,15
0,2,0,2,4,1,3,3
2,2,3,2,16,2,4,15
4,0,3,3,62,47,4,15
3,1,1,4,14,6,6,8
0,3,2,0,16,2,1,13
3,3,4,2,9,4,2,5
0,4,1,2,6,1,1,4
4,1,0,1,9,8,1,0
4,1,0,2,5,0,0,6
2,4,2,3,7,1,2,6
1,3,1,2,1,1,2,0
4,4,4,3,18,9,3,9
0,0,1,4,25,3,21,20
3,4,0,4,6,1,3,6
3,3,1,0,10,6,0,1
2,2,4,3,22,9,7,11
2,1,0,3,8,2,0,5
3,4,3,3,11,8,1,1
1,1,2,3,11,3,2,7
2,1,4,2,41,18,5,24
2,0,0,2,18,9,1,7
2,3,2,1,8,0,6,7
3,0,0,1,16,8,4,7
3,1,2,3,19,4,6,15
2,2,0,1,6,1,1,4
0,1,4,4,45,5,33,42
3,3,3,2,24,3,5,20
2,1,0,1,5,3,1,3
0,1,2,1,13,1,2,13
2,2,1,4,5,0,2,5
2,3,4,1,20,8,4,11
1,0,1,2,31,9,5,23
1,4,1,1,5,0,1,3
4,0,0,0,11,4,1,5
2,2,2,1,15,3,0,11
4,2,2,1,12,15,1,1
0,0,0,1,20,8,0,11
0,3,4,1,18,3,2,13
3,0,4,3,77,31,21,44
2,1,4,0,30,9,4,20
1,4,1,1,7,1,2,5
1,1,2,0,32,2,5,28
2,0,3,0,36,14,6,22
1,1,3,4,23,6,13,17
1,2,0,4,1,1,2,1
0,3,1,0,10,2,2,6
3,3,1,2,4,0,4,5
3,4,0,0,2,0,0,1
4,0,3,1,56,40,3,15
0,2,1,3,1,1,3,2
1,3,1,0,7,1,2,6
0,3,0,1,3,1,2,1
0,0,3,1,61,9,12,51
3,2,2,2,24,4,2,19
2,3,1,0,4,1,4,4
2,1,1,0,28,7,6,19
4,4,0,2,3,2,2,2
0,0,2,4,46,12,28,33
4,0,0,1,13,12,0,0
3,4,4,1,7,4,2,3
0,3,1,4,8,1,6,7
4,3,1,1,8,7,2,1
0,3,0,4,0,1,1,0
3,1,3,3,37,14,15,24
2,0,4,4,78,26,44,52
2,3,0,4,5,1,0,4
4,1,1,4,19,9,5,8
0,0,4,2,75,19,19,55
2,1,4,1,33,4,6,31
1,2,2,1,9,0,4,8
3,1,3,1,31,10,3,22
4,4,0,1,0,0,2,1
3,2,3,2,24,10,6,14
2,3,1,1,7,2,1,5
4,3,1,2,9,0,1,7
2,1,1,1,5,1,3,3
3,4,2,1,2,2,2,0
4,2,0,0,10,6,3,4
1,2,1,2,18,8,2,9
3,1,2,0,23,8,2,15
4,3,1,2,15,13,3,2
2,2,3,2,21,5,2,16
2,2,0,2,7,2,3,5
1,3,2,4,24,11,8,14
0,2,4,4,28,4,18,24
1,2,0,4,5,1,0,5
2,2,0,0,3,0,2,1
3,3,3,0,14,10,1,3
0,4,4,0,24,2,3,22
1,3,4,0,23,2,5,19
0,2,0,1,13,2,2,12
3,2,1,0,8,2,4,7
3,3,1,0,11,13,0,1
4,2,3,0,25,30,1,0
4,3,1,1,6,6,0,1
3,1,3,3,10,0,9,10
3,4,2,2,15,4,0,10
1,4,2,0,5,1,3,3
1,2,4,3,16,3,4,12
1,3,4,4,15,3,11,12
1,3,1,3,1,1,0,1
3,1,2,2,18,4,4,13
3,3,0,3,4,1,1,2
0,2,0,0,0,1,0,2
0,1,2,2,12,1,5,12
4,3,3,4,19,13,4,6
2,2,0,0,2,1,0,0
3,2,1,3,1,1,1,0
0,4,1,4,5,1,5,3
2,4,1,0,7,2,3,4
0,2,0,1,9,1,3,8
2,1,2,4,22,5,10,17
1,3,0,2,9,2,1,8
1,1,2,1,34,5,5,29
1,4,3,2,19,5,5,14
1,3,3,0,16,5,1,11
4,2,4,2,0,1,1,1
0,1,3,3,42,12,13,29
1,3,3,4,1,0,0,1
2,0,1,1,22,6,3,15
1,2,3,4,7,1,5,4
3,2,2,0,17,9,0,7
4,1,2,0,17,18,3,0
0,2,1,1,9,0,2,9
2,0,0,1,20,2,4,18
1,3,2,4,14,4,8,10
1,0,0,0,25,2,2,23
4,2,1,1,9,10,2,0
4,4,1,2,6,3,2,3
3,0,3,0,54,21,1,33
2,2,4,2,27,9,7,17
3,4,0,3,5,1,3,4
3,1,0,4,10,6,1,5
4,4,2,2,3,2,0,0
4,3,0,4,1,0,0,0
1,3,4,2,17,5,1,11
0,3,2,4,13,0,11,13
3,1,4,0,49,17,5,32
0,1,2,1,15,2,4,12
1,0,1,2,26,7,9,20
3,3,2,2,11,4,1,5
3,3,1,0,13,0,2,12
3,1,1,1,13,3,3,9
3,4,2,0,13,5,2,8
1,3,1,0,11,2,1,7
4,2,1,2,18,11,1,7
2,2,0,3,0,0,1,0
0,1,2,4,19,6,8,10
0,1,4,0,46,16,4,31
0,0,1,1,39,2,10,37
4,4,0,0,4,5,1,0
3,4,2,2,2,0,2,3
1,0,0,3,3,1,2,1
3,0,3,3,52,18,13,34
4,1,0,1,11,16,1,0
3,2,1,2,14,9,2,6
3,4,1,4,3,1,0,2
0,0,1,4,25,3,20,23
1,2,4,0,20,4,5,17
1,2,1,3,6,2,4,5
2,4,1,0,3,1,2,2
2,0,0,2,23,11,2,11
1,0,4,2,53,11,13,39
0,3,4,2,12,2,0,8
1,3,2,4,13,3,8,9
1,2,4,3,30,5,12,26
1,2,2,3,11,2,7,10
0,2,3,3,27,5,10,20
3,3,1,1,10,4,2,6
0,4,4,0,11,3,0,8
3,1,2,4,21,6,10,15
3,3,3,4,17,11,7,6
4,0,3,2,54,45,3,8
2,3,1,4,10,3,6,7
1,1,3,4,29,3,19,25
3,4,4,1,5,1,0,5
1,4,4,2,27,7,4,19
3,1,1,3,4,1,5,3
3,0,3,0,57,23,9,34
1,0,4,4,94,23,55,71
3,1,4,2,50,23,8,24
1,4,4,1,5,2,0,1
3,1,2,4,34,15,15,20
0,2,2,1,12,3,0,9
0,4,1,3,10,2,1,8
3,2,2,0,12,4,0,8
3,4,1,4,7,2,4,4
0,4,1,0,5,0,3,5
1,3,2,1,17,5,0,13
4,4,3,0,18,12,1,6
3,2,3,0,4,3,0,1
2,1,4,0,43,20,2,23
0,2,4,1,26,8,5,19
2,1,1,1,30,17,2,14
0,2,3,2,14,2,1,13
3,3,2,0,12,4,2,8
2,3,3,3,5,2,0,3
2,1,2,0,19,8,2,12
0,3,1,0,12,1,2,10
4,3,4,1,30,30,1,2
3,3,4,1,32,10,2,20
2,3,1,3,16,5,6,11
0,0,3,0,52,7,8,45
1,0,1,0,36,11,7,26
0,4,0,4,0,1,1,1
4,4,1,1,8,0,0,8
3,2,2,1,20,6,3,13
3,3,0,3,0,1,1,0
1,4,2,0,19,3,0,14
1,2,1,4,10,4,1,5
0,4,0,2,3,1,2,2
3,4,3,2,6,0,4,8
3,1,4,1,18,14,4,3
0,4,3,4,15,2,8,10
4,2,0,4,3,3,3,0
4,2,1,2,7,3,0,2
2,1,1,2,23,1,4,21
0,1,2,1,25,5,4,19
0,2,4,1,38,10,8,28
1,1,1,0,22,2,1,20
4,4,1,0,4,2,4,3
4,4,2,1,12,16,5,0
0,1,3,4,31,2,23,28
4,4,4,3,17,12,3,6
0,1,4,3,38,12,11,27
2,3,3,0,25,7,5,18
3,4,2,4,12,5,6,8
0,0,0,0,18,3,0,12
3,1,1,3,13,8,4,3
2,3,4,1,21,2,1,18
0,4,4,1,15,2,3,12
3,3,4,0,23,3,0,19
3,0,3,2,56,27,12,27
3,3,0,4,1,0,3,0
1,2,0,3,7,1,1,6
0,4,0,3,3,0,0,4
0,3,0,3,3,1,3,1
2,2,3,4,12,3,7,9
3,3,0,2,1,0,2,0
2,4,1,1,5,1,0,3
1,3,1,1,8,1,2,6
2,4,1,1,7,2,3,3
1,3,1,3,5,1,1,2
4,1,3,0,18,28,1,0
0,3,4,2,31,3,5,29
1,4,3,4,14,4,12,11
0,0,4,2,74,20,15,51
3,0,2,0,51,23,4,27
1,1,1,1,20,6,1,13
4,3,4,4,23,22,2,0
1,2,3,1,7,1,2,7
2,1,1,1,17,4,2,10
0,2,2,4,3,0,2,4
0,0,2,0,30,8,4,23
3,0,0,1,6,3,0,2
3,1,2,0,27,13,2,14
4,3,3,2,14,7,1,7
3,1,0,1,6,1,2,4
0,4,3,2,20,4,5,17
0,0,1,0,20,1,1,17
0,1,4,4,54,2,41,52
3,3,3,4,23,14,4,8
1,1,2,3,24,6,9,19
2,1,0,0,12,1,2,10
0,1,3,4,8,1,5,7
3,1,0,3,7,2,1,4
0,0,2,2,36,5,10,30
1,3,3,2,13,3,0,11
1,2,2,0,20,4,1,15
0,3,2,2,29,11,7,17
0,3,3,1,14,2,5,10
1,0,4,3,79,13,28,67
0,2,3,1,33,5,2,27
2,0,1,4,39,9,25,30
2,3,0,1,1,1,3,0
3,1,4,3,55,22,15,32
1,2,0,0,6,1,1,3
2,3,4,2,8,2,4,5
4,1,4,4,29,32,0,0
1,3,1,2,13,5,1,7
0,1,2,4,32,5,25,30
2,1,1,1,11,1,2,10
1,3,4,0,12,2,4,10
4,3,0,2,2,1,5,1
1,1,2,3,39,12,12,29
4,3,1,1,11,10,4,1
2,0,1,3,19,5,4,14
0,1,2,0,22,7,1,16
2,4,0,0,3,1,3,1
1,3,1,3,6,1,3,4
3,4,0,3,0,1,2,0
3,0,0,0,3,1,2,2
0,0,3,1,42,7,7,34
4,1,3,2,40,28,6,12
0,0,2,2,22,3,4,18
0,3,1,0,3,0,3,1
0,1,2,2,33,7,4,25
0,4,4,3,26,6,8,20
2,1,0,3,5,0,0,5
4,0,4,1,64,53,2,11
0,0,3,4,56,13,34,42
0,0,3,4,69,13,45,56
0,4,1,0,5,1,3,5
3,1,4,2,38,25,5,12
0,2,1,0,9,0,2,8
2,0,1,4,21,6,14,15
2,1,2,1,33,3,9,29
1,4,4,4,10,1,8,10
4,4,1,1,2,2,1,1
1,2,0,1,7,0,0,6
3,4,2,3,10,6,1,3
3,1,0,0,7,0,1,7
0,1,2,1,34,6,4,27
3,1,2,1,15,14,0,2
2,2,1,1,12,5,3,8
3,2,1,2,11,10,0,1
1,0,3,4,49,10,31,37
4,2,1,0,2,2,1,0
3,0,4,3,65,36,11,29
1,4,2,4,7,2,6,5
1,3,3,2,7,1,2,6
3,2,1,4,14,7,2,6
1,2,1,2,17,5,1,13
3,1,2,2,25,9,3,16
0,3,4,4,34,7,17,26
1,4,2,0,0,2,4,1
3,2,4,4,22,13,6,6
2,0,2,1,44,17,8,25
2,1,1,3,10,5,3,5
4,2,4,3,38,21,6,17
2,3,3,3,14,2,4,11
3,3,3,3,7,6,4,0
0,3,3,1,19,3,4,15
2,4,0,4,4,2,6,2
1,4,1,3,7,1,3,6
0,2,3,0,14,3,4,10
0,4,0,0,1,1,3,0
2,1,0,4,13,3,9,10
1,3,1,4,15,4,9,11
4,2,0,2,6,6,0,1
2,0,1,3,28,7,7,20
4,4,2,3,16,20,1,1
1,0,4,2,71,18,20,53
2,3,1,0,6,1,2,6
4,2,4,0,43,38,3,4
2,2,0,1,3,1,1,1
1,1,2,3,16,5,5,10
0,0,4,4,78,29,39,48
2,2,3,2,27,14,7,13
0,2,1,2,19,3,4,15
0,2,3,0,3,1,2,2
1,3,1,3,7,0,1,7
2,3,1,0,10,3,0,5
3,3,2,2,15,9,3,6
1,1,2,3,29,8,12,21
2,3,1,1,4,1,1,3
3,4,1,0,10,4,0,6
3,1,1,3,23,10,8,11
0,3,0,4,4,1,0,2
4,2,2,2,13,10,2,2
3,1,4,4,45,16,22,27
3,1,1,0,30,12,2,18
2,0,2,0,37,9,8,26
0,4,3,2,20,3,4,18
1,2,2,4,6,0,3,4
4,3,0,3,0,1,3,1
2,1,0,3,13,4,2,9
1,3,0,0,4,0,3,3
3,4,1,1,7,1,3,8
4,4,0,4,2,0,4,2
0,0,3,1,59,13,9,46
0,3,4,1,19,3,1,16
2,4,2,0,14,3,3,11
2,2,3,0,23,13,2,10
1,0,1,1,24,5,4,17
0,4,2,1,12,2,5,10
4,1,3,3,51,46,3,3
0,3,0,4,3,1,1,2
1,4,3,2,6,1,2,3
4,3,0,4,3,2,2,2
1,2,0,3,7,1,2,4
4,4,1,3,5,3,0,1
0,0,1,1,36,9,7,26
4,4,1,4,6,7,0,0
4,3,4,1,21,21,2,2
2,0,3,4,66,26,31,40
2,3,4,4,12,4,7,6
4,4,3,0,8,9,0,0
1,2,1,1,12,3,1,7
0,0,4,3,85,19,29,66
1,1,4,3,33,6,11,25
2,0,1,3,19,6,1,11
2,4,4,2,22,3,4,18
3,0,0,0,30,3,4,26
4,2,4,4,47,43,3,5
1,3,3,2,24,0,6,24
1,1,3,1,39,1,9,35
0,1,0,0,16,7,2,8
3,3,3,4,3,2,3,2
3,1,4,4,32,14,14,18
4,1,4,1,27,23,0,3
1,3,0,3,4,0,2,3
3,3,0,0,6,2,1,4
0,3,1,1,10,1,4,9
2,3,0,4,4,1,0,1
2,3,1,4,4,0,2,4
0,1,0,4,12,2,11,9
2,3,0,1,6,0,0,6
4,0,0,2,3,4,0,0
4,2,3,1,13,9,2,3
4,0,2,2,47,42,2,5
4,4,0,4,0,1,2,1
2,4,3,0,14,3,2,10
3,0,0,0,8,4,0,4
2,3,0,0,1,0,2,2
3,3,1,4,3,1,1,2
4,2,2,4,21,21,2,1
1,4,0,3,3,1,0,1
2,1,3,3,30,4,10,25
2,3,3,3,17,6,6,11
2,2,0,4,2,1,0,0
1,0,4,4,71,22,38,48
2,1,3,1,25,5,6,20
0,3,4,0,27,8,2,17
0,2,1,0,5,0,1,4
4,0,4,0,61,45,5,17
4,2,3,3,11,12,1,1
2,4,0,4,2,1,0,0
0,4,2,4,5,1,2,2
4,3,0,1,2,2,5,2
3,2,4,2,17,8,2,9
4,0,0,2,12,2,4,8
1,3,3,3,14,3,3,11
2,1,4,4,14,3,8,11
2,1,3,0,20,7,2,13
4,3,4,0,26,20,2,7
0,3,0,4,2,0,1,3
3,1,4,3,34,8,15,28
0,1,1,0,31,8,6,22
0,2,0,3,0,0,0,0
2,4,0,4,1,1,0,0
4,4,1,0,4,3,2,0
1,4,4,1,16,4,3,12
0,0,4,1,64,14,13,49
2,3,4,4,12,6,4,7
0,3,2,4,5,1,0,3
1,0,0,2,15,4,4,10
4,3,3,0,5,7,2,1
3,0,4,0,78,27,10,49
4,2,2,2,10,6,4,3
2,2,1,1,21,5,3,17
2,0,3,2,55,20,8,35
4,2,1,4,10,7,1,0
4,1,3,1,38,27,4,10
2,0,0,3,23,6,7,16
2,0,2,4,40,21,20,19
0,0,2,0,46,3,9,42
1,4,1,0,7,1,2,7
4,1,3,1,27,17,2,12
3,2,3,3,23,10,4,11
4,1,3,3,20,16,2,3
2,1,0,2,7,2,1,5
3,3,2,3,11,3,1,7
0,3,3,1,32,6,5,26
2,2,2,2,7,4,4,3
1,3,2,3,15,3,9,10
1,0,0,0,8,3,4,5
0,4,2,1,4,1,1,4
2,1,4,0,38,10,5,29
1,0,3,2,53,18,13,34
3,0,3,3,81,32,22,49
3,3,1,2,4,2,10,2
4,3,2,4,13,6,2,6
2,0,3,1,70,30,7,39
3,2,3,4,15,8,6,8
2,2,1,3,5,3,3,1
1,4,2,3,9,2,1,5
2,4,3,0,15,5,1,9
3,3,2,1,10,6,1,4
4,2,4,0,19,10,5,8
4,2,3,3,9,3,3,6
0,1,3,4,44,10,30,33
1,2,0,3,3,0,0,1
3,1,1,4,10,4,5,6
3,2,1,4,1,1,0,1
1,1,2,2,18,2,6,15
1,2,0,3,4,1,0,4
4,0,1,4,22,25,0,1
0,4,2,3,8,0,4,7
3,1,2,2,13,2,4,12
2,4,4,1,26,10,4,15
0,1,4,1,54,10,10,43
1,1,0,0,8,0,0,9
2,4,2,1,10,2,4,7
3,4,0,3,1,1,1,0
2,0,4,1,93,24,19,68
1,2,3,3,26,3,13,24
3,3,0,1,2,0,0,0
0,0,2,4,43,8,28,35
2,0,4,1,71,14,12,56
4,3,0,2,3,3,3,0
0,4,0,3,5,1,3,4
2,3,0,0,3,1,0,1
4,0,2,1,57,43,3,12
1,2,1,0,8,1,3,7
4,2,2,3,17,16,3,1
2,0,1,4,21,5,10,16
4,4,2,3,5,4,0,1
3,2,1,4,9,1,7,8
3,2,0,0,3,0,3,2
2,2,0,2,5,1,0,4
3,3,4,3,20,6,6,14
1,3,2,1,4,0,1,4
2,4,2,0,15,6,2,8
4,3,2,3,11,16,1,1
2,0,1,4,38,9,25,27
0,2,3,0,37,8,5,28
0,0,4,0,81,20,11,61
0,2,2,3,24,4,10,20
0,3,0,2,2,0,4,0
1,3,1,3,1,1,2,2
4,2,0,1,3,4,0,1
2,3,3,1,25,12,1,11
1,4,0,3,0,0,2,0
4,4,4,2,16,8,2,9
1,1,0,2,14,3,1,10
2,3,3,0,5,2,1,1
2,4,0,1,2,1,2,0
1,0,4,3,82,23,28,59
4,3,2,2,13,5,3,8
1,4,0,4,4,0,4,4
1,1,4,0,42,11,7,32
2,3,2,2,19,6,3,12
1,4,4,4,6,0,5,4
0,4,4,4,20,1,12,16
2,1,1,3,13,4,3,8
4,0,4,1,76,59,4,17
2,2,1,4,6,1,4,4
1,3,0,0,3,1,2,0
1,2,2,4,11,2,2,7
0,1,4,1,22,7,1,13
1,3,0,1,4,1,0,1
0,3,0,0,0,1,3,0
2,1,1,1,20,5,3,14
1,4,4,4,14,4,13,10
3,1,3,2,24,17,5,7
0,2,1,1,7,1,2,5
0,2,2,0,14,4,1,10
3,1,1,4,14,1,6,13
3,1,1,4,7,2,2,4
3,1,2,3,17,10,3,8
0,1,2,4,21,0,17,21
4,2,3,3,20,17,1,3
2,4,1,4,5,0,1,4
3,4,1,4,7,3,0,4
3,0,0,0,18,0,4,19
3,2,0,2,0,2,2,0
2,0,3,1,34,13,2,22
3,0,4,2,70,35,9,35
0,4,3,2,14,1,3,12
4,0,1,2,27,17,7,9
2,3,3,1,14,7,2,7
3,4,3,2,6,1,4,6
0,0,2,1,44,8,7,35
4,3,2,0,17,20,1,0
0,4,3,4,15,4,8,10
1,0,1,2,38,4,9,33
1,3,3,0,16,3,3,12
0,1,3,2,27,6,3,21
0,1,3,4,33,4,24,28
0,2,2,2,23,3,8,19
4,4,4,2,25,21,3,3
0,1,4,4,61,7,42,54
1,2,4,1,16,5,2,11
2,3,1,1,8,3,0,3
1,3,0,3,5,1,8,4
0,2,0,1,8,0,1,7
2,3,1,4,9,4,1,4
1,0,0,4,14,4,8,10
2,0,0,0,20,1,3,19
4,0,4,4,74,64,7,10
0,4,2,4,8,2,2,5
1,3,0,0,2,0,0,1
4,0,2,4,44,32,7,10
1,4,2,0,2,1,1,0
4,2,3,2,10,3,5,6
3,2,1,1,20,14,1,6
0,1,3,2,49,9,16,40
3,1,4,2,33,22,4,10
1,0,4,0,92,28,12,63
1,3,1,1,6,1,2,2
4,1,0,0,8,14,3,0
3,1,1,2,7,4,2,4
2,1,1,3,13,3,7,8
1,0,3,2,62,19,13,44
4,0,0,3,26,15,1,10
4,4,0,1,4,2,3,1
0,0,3,1,59,7,11,52
2,4,1,2,9,2,3,7
3,4,0,2,4,1,6,1
4,0,2,1,24,20,3,3
3,2,4,0,27,13,2,15
2,0,2,1,47,9,9,38
0,0,1,2,37,7,6,29
3,0,0,2,13,9,0,4
3,0,4,1,55,29,7,25
4,0,4,0,91,75,0,15
2,2,0,3,0,0,3,2
3,3,4,0,29,16,4,14
3,0,4,3,75,39,14,35
4,2,2,1,18,15,0,3
1,1,3,1,36,7,5,28
2,1,0,0,13,8,0,4
2,2,4,1,20,7,0,14
2,1,2,0,19,8,0,8
0,4,4,0,7,1,1,6
3,4,0,3,3,2,0,1
0,0,2,0,40,7,3,32
0,0,3,0,54,6,7,48
1,0,3,0,51,17,5,33
0,1,3,3,20,6,3,14
4,1,3,2,27,33,2,2
1,3,2,3,22,6,6,17
3,3,2,1,16,6,3,9
0,0,0,0,18,1,2,15
4,4,4,2,9,7,1,2
2,4,0,0,1,0,0,1
3,1,0,3,14,7,2,6
2,3,2,0,4,1,4,3
0,1,4,4,25,3,18,22
3,4,1,1,4,3,1,1
2,1,4,1,49,5,9,43
2,0,2,1,49,22,6,27
3,4,2,3,16,10,0,6
3,1,1,0,14,4,2,10
1,2,2,1,16,3,3,14
3,1,0,0,6,3,0,3
0,4,0,0,0,2,0,1
3,0,1,0,29,16,0,14
3,4,4,0,9,0,1,10
2,3,2,0,8,3,0,3
4,4,3,3,20,13,4,6
0,1,0,0,7,0,1,8
3,3,1,3,7,4,3,3
0,3,1,0,1,1,4,1
1,2,1,2,11,2,0,8
0,3,0,4,4,0,0,5
4,0,0,3,17,13,0,5
4,3,3,2,13,3,0,8
3,1,1,0,5,5,4,1
4,2,3,4,14,14,2,1
2,0,3,4,66,22,40,45
2,0,1,1,23,6,0,17
0,4,3,2,16,2,2,13
1,0,2,2,42,11,8,31
0,0,3,1,39,11,5,29
1,1,4,3,28,11,4,15
0,1,0,1,5,0,0,5
3,2,0,4,3,0,2,4
3,2,2,3,12,5,1,6
3,0,4,4,58,26,25,32
2,4,4,4,18,4,9,13
3,1,4,0,42,19,1,24
0,2,1,3,15,4,5,12
0,0,2,1,38,8,7,30
4,0,0,1,9,9,2,1
3,2,2,0,24,8,6,17
4,4,3,4,15,16,1,1
0,3,3,0,20,2,1,16
0,1,0,2,14,4,2,11
3,3,4,2,33,23,5,9
3,2,0,3,4,2,1,2
3,1,1,2,17,12,4,3
4,1,1,4,32,17,15,15
4,1,3,1,25,15,3,10
2,1,4,0,53,12,8,39
3,2,3,2,25,7,6,17
0,3,3,3,20,5,2,14
4,0,0,4,23,22,3,0
1,1,2,0,18,1,1,16
1,1,2,4,25,2,19,24
3,1,0,1,5,3,0,2
0,1,4,3,31,4,11,25
3,0,1,0,23,13,0,10
2,2,3,0,23,4,4,21
4,4,0,1,4,1,1,1
3,0,3,1,50,22,6,28
1,2,1,4,14,4,5,11
0,3,1,1,8,2,3,6
4,1,4,0,25,20,1,5
4,2,4,0,30,26,2,4
0,2,4,4,15,2,11,12
4,2,0,3,7,12,4,0
3,1,4,3,40,31,5,7
3,4,1,2,5,1,2,2
0,1,0,3,11,1,6,10
4,4,4,3,33,29,1,3
1,1,2,1,41,7,4,34
4,2,4,3,54,44,2,10
1,4,1,0,5,2,0,2
0,0,1,4,22,5,15,17
0,4,4,0,16,3,2,12
4,1,4,1,34,21,3,11
2,2,2,0,11,3,1,7
4,0,4,3,82,75,3,7
2,0,3,0,38,11,5,26
1,3,2,4,14,1,9,11
3,1,0,3,7,4,5,2
2,0,4,0,77,32,9,43
0,1,0,4,9,1,7,7
0,1,0,4,16,3,8,13
1,4,0,0,4,1,3,4
3,4,0,0,2,1,1,1
4,2,2,3,21,13,4,8
0,1,3,3,28,1,13,26
0,4,1,3,1,1,2,1
0,2,4,2,39,8,6,31
4,4,0,1,3,1,0,2
4,0,2,2,37,22,6,13
2,0,0,0,10,4,1,5
0,1,0,3,6,1,1,4
0,4,1,1,11,2,2,9
2,1,1,4,30,6,21,23
4,1,2,1,24,23,4,0
0,0,4,2,73,21,14,51
2,4,3,4,17,8,5,8
0,4,4,4,20,3,15,17
3,1,2,1,10,1,6,7
1,2,1,0,8,2,4,6
1,1,1,2,21,7,4,14
4,3,2,1,12,5,3,6
4,0,4,4,77,58,21,18
1,0,1,1,29,12,2,17
2,1,3,4,43,18,19,23
2,1,3,1,33,6,5,26
3,0,3,3,56,26,11,29
4,2,0,2,1,1,1,2
3,4,3,3,21,5,8,17
0,3,2,1,17,2,5,13
1,4,2,0,9,1,0,8
3,0,1,1,33,11,3,21
2,0,1,3,42,17,12,23
2,0,0,3,21,2,5,20
2,4,2,4,3,0,3,3
0,0,0,2,17,1,4,16
0,2,3,2,19,4,6,14
1,4,2,3,8,3,3,6
0,2,4,4,28,2,19,25
0,4,1,1,8,1,1,7
4,1,0,2,11,9,2,0
3,4,1,3,6,4,1,2
4,2,1,1,1,0,0,0
3,0,4,1,75,38,3,36
3,1,2,3,23,11,3,12
2,0,3,0,60,18,9,41
0,4,2,1,8,2,1,4
3,3,3,0,13,3,7,10
0,1,0,1,1,1,1,1
0,1,1,2,18,7,4,11
2,4,3,2,3,0,1,3
2,4,0,2,2,0,3,1
2,1,4,1,46,15,8,31
2,1,1,3,24,7,7,16
0,3,1,2,3,1,0,1
1,0,1,2,30,6,5,22
3,4,1,4,10,1,9,9
4,1,2,1,19,12,1,6
4,3,4,0,27,27,4,2
1,1,1,3,14,4,8,11
1,4,0,1,3,1,0,2
0,4,1,3,8,1,1,6
0,3,4,2,13,2,3,9
1,0,0,4,10,2,3,6
3,2,2,4,24,13,11,12
3,3,4,2,24,18,2,5
1,0,3,2,56,9,16,46
2,0,1,1,33,13,6,22
3,0,0,4,15,8,6,5
1,3,3,2,20,3,4,17
0,2,1,1,12,0,1,10
4,4,0,4,3,3,4,3
4,4,2,3,8,10,0,1
2,4,4,2,10,1,0,9
4,4,1,0,5,4,0,1
1,4,1,4,2,1,1,2
4,2,1,0,5,5,6,0
3,3,0,0,5,2,1,1
2,3,1,3,3,0,2,0
2,0,2,0,42,13,4,28
2,3,1,4,5,1,5,5
3,0,1,4,32,19,11,14
1,1,2,4,6,1,0,4
1,0,4,3,77,17,26,59
4,1,1,0,32,35,2,3
1,1,1,1,15,3,1,12
4,0,4,1,62,59,4,3
2,2,1,0,14,6,0,9
0,1,3,2,19,7,4,13
2,4,4,2,16,3,3,10
0,0,2,1,47,3,15,43
1,0,2,2,59,15,13,42
0,4,2,4,8,0,8,8
4,2,1,2,15,15,3,0
2,3,2,4,16,7,5,8
2,1,2,2,20,7,0,12
1,3,1,0,1,1,1,0
2,1,4,0,49,13,7,37
3,3,2,0,11,3,1,9
2,1,0,0,9,2,0,8
2,4,3,4,8,2,3,6
2,4,4,0,12,2,1,9
2,0,4,0,70,7,9,63
0,3,2,0,3,1,2,3
4,3,3,2,27,18,8,9
3,3,2,3,2,1,5,0
0,3,4,2,7,1,4,6
1,3,1,1,7,1,1,6
4,3,1,3,8,5,1,2
1,3,2,2,7,1,2,7
3,3,1,4,8,1,4,7
2,3,1,4,11,5,3,4
1,1,3,1,32,14,4,18
4,1,1,2,19,17,2,2
4,3,2,0,12,17,5,0
2,2,2,2,0,0,1,1
0,0,1,1,25,2,4,22
0,1,1,0,16,3,3,12
1,2,4,4,23,7,15,15
0,2,3,3,22,4,8,18
2,2,3,4,23,9,12,13
4,1,2,3,24,16,3,8
2,0,4,0,82,19,10,61
3,1,3,2,31,9,6,22
3,4,2,2,6,2,0,4
3,2,1,2,13,9,3,5
3,2,1,1,7,2,3,4
2,3,0,2,3,0,3,3
0,3,3,0,21,8,3,13
3,0,0,2,22,8,2,13
2,1,2,3,20,6,9,14
3,2,4,0,22,9,0,13
3,3,1,2,6,3,2,1
0,1,2,4,10,3,1,6
2,1,3,4,52,20,25,32
2,0,0,1,20,7,2,14
4,2,2,0,4,1,0,3
1,1,1,4,27,11,11,14
3,3,0,3,3,1,3,3
0,3,2,0,6,0,1,7
4,2,4,2,39,31,2,8
0,0,0,1,25,6,5,17
3,2,4,2,39,13,5,26
4,0,2,1,53,41,2,12
4,2,4,2,18,20,1,1
1,2,3,1,17,2,3,15
4,0,4,2,80,73,5,5
1,3,4,0,8,2,2,6
3,0,2,0,55,23,5,33
1,0,3,3,54,15,19,40
2,4,0,0,5,2,2,4
4,1,0,0,17,12,0,5
2,3,4,1,23,5,2,18
4,2,0,3,8,11,1,1
0,0,4,4,67,9,47,57
0,4,1,3,6,0,1,4
2,2,4,0,34,13,2,18
3,2,2,4,15,7,2,8
4,4,2,4,4,7,0,0
3,1,1,2,19,8,3,12
0,4,2,0,9,2,2,6
